,img,label
80,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.28.png,1
81,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.393.png,1
82,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.727.png,1
83,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.587.png,1
84,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.472.png,1
85,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.1.png,1
86,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.677.png,1
87,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.21.png,1
88,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.459.png,1
89,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.641.png,1
90,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.232.png,1
91,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.252.png,1
92,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.733.png,1
93,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.476.png,1
94,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.119.png,1
95,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.401.png,1
96,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.308.png,1
97,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.196.png,1
98,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.19.png,1
99,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.400.png,1
100,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.73.png,1
101,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.90.png,1
102,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.487.png,1
103,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.143.png,1
104,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.684.png,1
105,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.404.png,1
106,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.165.png,1
107,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.454.png,1
108,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.386.png,1
109,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.4.png,1
110,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.172.png,1
111,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.728.png,1
112,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.238.png,1
113,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.23.png,1
114,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.11.png,1
115,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.194.png,1
116,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.278.png,1
117,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.526.png,1
118,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.647.png,1
119,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.274.png,1
120,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.25.png,1
121,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.710.png,1
122,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.536.png,1
123,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.346.png,1
124,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.134.png,1
125,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.55.png,1
126,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.428.png,1
127,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.162.png,1
128,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.425.png,1
129,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.293.png,1
130,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.474.png,1
131,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.734.png,1
132,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.483.png,1
133,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.147.png,1
134,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.272.png,1
135,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.246.png,1
136,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.441.png,1
137,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.606.png,1
138,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.671.png,1
139,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.723.png,1
140,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.341.png,1
141,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.388.png,1
142,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.705.png,1
143,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.463.png,1
144,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.38.png,1
145,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.657.png,1
146,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.279.png,1
147,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.721.png,1
148,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.495.png,1
149,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.104.png,1
150,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.548.png,1
151,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.245.png,1
152,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.78.png,1
153,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.68.png,1
154,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.431.png,1
155,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.577.png,1
156,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.485.png,1
157,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.233.png,1
158,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.541.png,1
159,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.283.png,1
160,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.516.png,1
161,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.228.png,1
162,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.26.png,1
163,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.62.png,1
164,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.117.png,1
165,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.182.png,1
166,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.520.png,1
167,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.51.png,1
168,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.662.png,1
169,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.294.png,1
170,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.255.png,1
171,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.477.png,1
172,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.696.png,1
173,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.30.png,1
174,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.339.png,1
175,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.600.png,1
176,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.138.png,1
177,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.131.png,1
178,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.235.png,1
179,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.607.png,1
180,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.601.png,1
181,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.17.png,1
182,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.80.png,1
183,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.332.png,1
184,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.12.png,1
185,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.105.png,1
186,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.237.png,1
187,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.636.png,1
188,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.584.png,1
189,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.664.png,1
190,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.535.png,1
191,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.615.png,1
192,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.191.png,1
193,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.554.png,1
194,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.450.png,1
195,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.61.png,1
196,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.572.png,1
197,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.163.png,1
198,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.523.png,1
199,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.149.png,1
200,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.491.png,1
201,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.687.png,1
202,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.266.png,1
203,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.469.png,1
204,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.552.png,1
205,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.183.png,1
206,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.297.png,1
207,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.155.png,1
208,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.528.png,1
209,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.419.png,1
210,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.691.png,1
211,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.108.png,1
212,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.743.png,1
213,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.287.png,1
214,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.602.png,1
215,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.559.png,1
216,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.83.png,1
217,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.72.png,1
218,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.224.png,1
219,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.75.png,1
220,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.695.png,1
221,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.511.png,1
222,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.667.png,1
223,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.115.png,1
224,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.258.png,1
225,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.248.png,1
226,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.711.png,1
227,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.168.png,1
228,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.285.png,1
229,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.637.png,1
230,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.176.png,1
231,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.166.png,1
232,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.357.png,1
233,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.50.png,1
234,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.397.png,1
235,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.392.png,1
236,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.363.png,1
237,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.415.png,1
238,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.718.png,1
239,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.177.png,1
240,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.6.png,1
241,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.598.png,1
242,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.410.png,1
243,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.189.png,1
244,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.594.png,1
245,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.666.png,1
246,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.475.png,1
247,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.369.png,1
248,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.153.png,1
249,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.247.png,1
250,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.270.png,1
251,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.316.png,1
252,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.669.png,1
253,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.349.png,1
254,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.327.png,1
255,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.502.png,1
256,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.640.png,1
257,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.700.png,1
258,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.422.png,1
259,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.690.png,1
260,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.579.png,1
261,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.171.png,1
262,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.292.png,1
263,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.69.png,1
264,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.693.png,1
265,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.89.png,1
266,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.498.png,1
267,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.345.png,1
268,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.260.png,1
269,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.672.png,1
270,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.473.png,1
271,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.658.png,1
272,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.20.png,1
273,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.575.png,1
274,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.406.png,1
275,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.140.png,1
276,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.111.png,1
277,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.352.png,1
278,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.651.png,1
279,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.213.png,1
280,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.416.png,1
281,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.449.png,1
282,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.592.png,1
283,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.174.png,1
284,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.654.png,1
285,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.54.png,1
286,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.251.png,1
287,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.405.png,1
288,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.210.png,1
289,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.231.png,1
290,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.49.png,1
291,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.284.png,1
292,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.754.png,1
293,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.65.png,1
294,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.321.png,1
295,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.190.png,1
296,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.623.png,1
297,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.505.png,1
298,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.365.png,1
299,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.150.png,1
300,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.366.png,1
301,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.160.png,1
302,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.217.png,1
303,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.737.png,1
304,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.184.png,1
305,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.208.png,1
306,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.56.png,1
307,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.24.png,1
308,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.509.png,1
309,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.355.png,1
310,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.726.png,1
311,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.112.png,1
312,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.296.png,1
313,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.583.png,1
314,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.611.png,1
315,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.37.png,1
316,/home/deveshdatwani/Tutorials/datasets/fire_dataset/fire_images/fire.206.png,1
